id,name,photo
650548,Wildflowers & Honeycomb Socks,https://images4-g.ravelrycache.com/uploads/thishandmadelife/803760073/FE3DC7DF-B22A-40F2-8166-ADB5CF208618_1_201_a_medium.jpeg
206720,Basic Sock,https://images4-f.ravelrycache.com/uploads/churchmouseyarns/43031023/JJF_0254_medium.jpg
795139,Winters Frost,https://images4-f.ravelrycache.com/uploads/thishandmadelife/486606387/winterfern6_medium.JPG
832890,Skimmer Socks Revisited,https://images4-g.ravelrycache.com/uploads/sheilatoy/520579674/skimmer_socks20180417_031_medium.jpg
715828,Kitty Ankle Socks,https://images4-g.ravelrycache.com/uploads/Ginerbean/418695061/FullSizeRender__4__medium.jpg
878877,Slip It Simple Sock,https://images4-g.ravelrycache.com/uploads/TreasureGoddess/571940867/IMG_0380_medium.jpg
441237,OMG Heel Socks,https://images4-f.ravelrycache.com/uploads/justrunknit/189506418/20130519_113741_medium2_medium.jpg
67877,"Two at Once, Toe-Up Magic Loop Socks",https://images4-f.ravelrycache.com/uploads/KPStaff/704577851/50631220_1_medium.jpg
847452,Follow Your Path,https://images4-f.ravelrycache.com/uploads/thecrazysocklady/534748415/IMG_2535_medium.JPG
18624,7 Stitches per Inch Sock,https://images4-f.ravelrycache.com/uploads/triple7tahoe/175160936/image_medium.jpg
247406,AfterThought Heel Socks,https://images4-f.ravelrycache.com/flickr/5/5/9/5590864086/5590864086.jpg
64300,Toe-Up Socks With a Difference,https://images4-f.ravelrycache.com/flickr/2/5/2/2522431863/2522431863.jpg
1355360,Seasons Socks,https://images4-f.ravelrycache.com/uploads/summerleigh/939709210/seasons_4_medium.jpg
1350619,Pressed Flowers Socks,https://images4-g.ravelrycache.com/uploads/savoryknitting/936143871/IMG_9338_medium.jpeg
674162,Rose City Rollers Littles,https://images4-g.ravelrycache.com/uploads/Maracatherine/383948544/rcrlecover_medium.jpg
1000656,High Desert Socks,https://images4-f.ravelrycache.com/uploads/Lostandfawned/678574198/6C4FFE31-9B36-4E07-8669-7D3E4CF59A88_medium.JPG
7324021,Larch Peds,https://images4-g.ravelrycache.com/uploads/LauraNelkin/981617683/LarchPeds_02_web_medium.jpg
118308,Slip Stitch Heel Basic Socks,https://images4-f.ravelrycache.com/flickr/2/2/4/2240665896/2240665896.jpg
1226283,Misselthwaite Manor,https://images4-g.ravelrycache.com/uploads/PaperDaisy1/844379788/DSC04343_medium.jpg
1086337,Mountain Sock,https://images4-g.ravelrycache.com/uploads/RachelNutting/742663958/DSC_0189-01_medium.jpeg
38118,6 Stitches per Inch Sock,https://images4-g.ravelrycache.com/uploads/Andi/523229420/2185484122_d26f5ef2a6_b_medium.jpg
308615,Rumpelstiltskin,https://images4-f.ravelrycache.com/uploads/anneleterme/162221781/024_medium.JPG
752520,Shenanifriends Socks,https://images4-g.ravelrycache.com/uploads/Irocknits/451943760/3_socks_medium.jpg
996501,Porch Light,https://images4-g.ravelrycache.com/uploads/lainemagazine/672938934/laine_sockbook_lindseyfowler_sk_medium.jpg
1157721,Shorty Sock Set Vol. II,https://images4-f.ravelrycache.com/uploads/summerleigh/796975223/ss2_2_medium.jpg
291601,Cozy Little Toes,https://images4-f.ravelrycache.com/uploads/judyka/81318855/and_socks6_medium.jpg
564650,Go Your Own Way Socks,https://images4-f.ravelrycache.com/uploads/KPStaff/789848792/upload_medium
1334117,Wide Rib Sock Set,https://images4-g.ravelrycache.com/uploads/summerleigh/923741434/wide_rib_3_medium.jpg
40,Jaywalker,https://images4-g.ravelrycache.com/uploads/Sandra/522767830/383204910_71ef91620a_b_medium.jpg
795078,Wood Nymph,https://images4-f.ravelrycache.com/uploads/thishandmadelife/486562233/woodnymph2_medium.JPG
864885,A Little Hocus Pocus Socks,https://images4-f.ravelrycache.com/uploads/thishandmadelife/548512836/hocuspocus1_medium.JPG
296475,My Knitted Heart Vanilla Socks,https://images4-f.ravelrycache.com/uploads/myknittedheart/90908188/DSC_7861_medium.jpg
1242798,Unbearably Adorable,https://images4-f.ravelrycache.com/uploads/Maliase/859860306/UA_bluerwe_medium.jpg
1028906,Stillwater Socks,https://images4-g.ravelrycache.com/uploads/summerleigh/699851894/5852D459-68CB-42B5-A31F-72E09AD89C56_medium.JPG
1040102,Mermaid Avenue Socks,https://images4-g.ravelrycache.com/uploads/summerleigh/708484897/E315819A-6D6B-4FD3-AB58-813A432EACFE-42A81616-D982-4E7F-ABC4-2846031D1347_medium.JPG
184157,Easy Peasy Socks for First-Timers,https://images4-f.ravelrycache.com/uploads/terpgirl/29879938/easysock3_medium.JPG
983,Charade,https://images4-g.ravelrycache.com/uploads/stephvw/563387714/1314031693_7ae1e38a05_z_medium.jpg
358216,Syncopation Socks,https://images4-g.ravelrycache.com/uploads/meaph/128616947/SYNCOPATION_SOCKS_medium.jpg
7315516,Hibernal DK Socks,https://images4-f.ravelrycache.com/uploads/summerleigh/975653329/hib_dk_1_medium.jpg
1344888,Kurt,https://images4-f.ravelrycache.com/uploads/gerstperson/931838809/IMG_1086_medium.jpeg
