id,name,photo
56527,Classic World War II Watch Cap,https://images4-f.ravelrycache.com/uploads/xanandali/580685396/2347749759_29e3f6baa8_z_medium.jpg
714001,Flat Hat,https://images4-f.ravelrycache.com/uploads/phdaisy1/416252262/FlatHat.3_medium.jpg
913275,Ross,https://images4-f.ravelrycache.com/uploads/scrappylad/613805789/IMG_3546_medium.JPG
363714,Sandoval Hat,https://images4-f.ravelrycache.com/uploads/adevinelife/132210999/steve_hat_medium.jpg
1036856,Sidewinder Beanie,https://images4-g.ravelrycache.com/uploads/ginnytheo1/706031559/3E6A13D1-8493-4216-907E-BD327A3544B3_medium.jpeg
516815,Traveling Cable Hat,https://images4-f.ravelrycache.com/uploads/purlsoho/251642487/traveling-cable-hat-banner-600-31-669x441_medium.jpg
107753,Regular Guy Beanie,https://images4-g.ravelrycache.com/flickr/3/2/6/3261355098/3261355098.jpg
1206464,Wister Hat,https://images4-g.ravelrycache.com/uploads/KelbourneWoolens/829040605/Wister_Hat_1_square_medium.jpg
72399,Simple Baby Hat,https://images4-g.ravelrycache.com/uploads/BlueSkyAlpacas/123541712/baby_hat_medium.jpg
995827,Old Port Hat,https://images4-f.ravelrycache.com/uploads/dreareneeknits/674260662/untitled-33_copy_medium.jpg
885844,Head Sock,https://images4-f.ravelrycache.com/uploads/purlbug/589794553/IMG_0666_medium.JPG
363042,Super Soft Merino Hats for Everyone,https://images4-f.ravelrycache.com/flickr/8/2/1/8210507109/8210507109.jpg
446640,Bulky Waffle Hat,https://images4-f.ravelrycache.com/uploads/watcherlks/721981850/IMG_5889_medium.JPG
1177841,Soft + Cushy Hat,https://images4-f.ravelrycache.com/uploads/purlsoho/809744931/softcushy-hat-PL-600-15_medium.jpeg
1234118,Forth Hat,https://images4-g.ravelrycache.com/uploads/bleideag/849872869/forth_hat_modelled_garthenor-highres-17_medium.jpg
1071918,Super Bulky Hats,https://images4-g.ravelrycache.com/uploads/Sewrella/732432230/HATS-4_medium.jpg
224613,Big Chunky Comfy Hat,https://images4-f.ravelrycache.com/uploads/enk/147226161/7U9A5027__52_of_149__medium.jpg
1188220,The eM hat.,https://images4-g.ravelrycache.com/uploads/emilyrussell/816491409/DSC_5755_medium.jpg
479654,Midas Hat,https://images4-f.ravelrycache.com/uploads/Lulubach/221643202/IMG_3828_medium.JPG
151381,Swirl Hat,https://images4-g.ravelrycache.com/flickr/4/1/3/4131153109/4131153109.jpg
1185919,Porty Hat,https://images4-f.ravelrycache.com/uploads/bleideag/813859693/Porty_Hat_modelled_NFC_Blue-shopify_social-2_medium.jpg
1242446,Stria Hat,https://images4-f.ravelrycache.com/uploads/dreareneeknits/855398935/striahat3_medium.jpg
870909,Perky Little Hat,https://images4-f.ravelrycache.com/uploads/Jagster1/552829817/fullsizeoutput_f6f_medium.jpeg
1181998,Norway Pine Hat,https://images4-g.ravelrycache.com/uploads/srody/811988491/upload_medium
937550,June Hat,https://images4-g.ravelrycache.com/uploads/KelbourneWoolens/631079219/June_Hat_6_square_medium.jpg
7292386,Sacred Sheep Hat,https://images4-g.ravelrycache.com/uploads/boylandknitworks/957262581/IMG_8773_jpg_medium.jpeg
274353,Anemone Hats,https://images4-g.ravelrycache.com/uploads/CatBordhi/77971866/Anatole_medium.jpg
263214,Be Loving ,https://images4-f.ravelrycache.com/uploads/msmamabear/190440766/web_Zack_s_Hat_008_medium_medium.jpg
821597,Lovely Ribbed Hat,https://images4-f.ravelrycache.com/uploads/purlsoho/511285913/lovely-ribbed-hat-50_medium.jpg
1276893,Bewind Hat,https://images4-g.ravelrycache.com/uploads/yarnhero/879477622/IMG_5177_medium.jpeg
1254246,Beanie Alba,https://images4-g.ravelrycache.com/uploads/jooanfossi/864047073/IMG_6435_medium.jpeg
1075819,Snow Day,https://images4-f.ravelrycache.com/uploads/BirchTreeFA/735311132/photostudio_1602525139675_medium.jpg
1306401,Leith Hat,https://images4-g.ravelrycache.com/uploads/bleideag/902697189/leith-hat-batch-1-shopify_social-2_medium.jpg
1276799,Boneyard Sweethearts,https://images4-g.ravelrycache.com/uploads/needlesandyarn/879397112/DSC07848_medium.jpg
979324,Daniel's Hat,https://images4-f.ravelrycache.com/uploads/ysolda/660248700/Gilliat_Hat___5_of_16__medium.jpg
167528,Hat Shaped Hat,https://images4-g.ravelrycache.com/flickr/5/1/5/5155586733/5155586733.jpg
542609,Roku,https://images4-g.ravelrycache.com/uploads/olgajazzy/270412886/yellow_medium.jpg
1267366,Portland Cap,https://images4-f.ravelrycache.com/uploads/BlueSkyFibers/871965569/P_PortlandCap_R_medium.jpg
7315121,Cold Hearts Hat,https://images4-g.ravelrycache.com/uploads/boylandknitworks/975483940/IMG_9986_jpg_medium.JPG
582885,One Trick Pony,https://images4-f.ravelrycache.com/uploads/clairvoyance/305486183/OTP_Purples_3_medium.jpg
1112530,Winterfell 2.0 Beanie,https://images4-g.ravelrycache.com/uploads/smeenybeanieknits/871921662/IMG_5922_medium.JPG
1009206,Mesa Verde Beanie,https://images4-f.ravelrycache.com/uploads/NancyBatesDesigns/684833862/IMG_20200228_164044__3__medium.jpg
788394,Tincture,https://images4-f.ravelrycache.com/uploads/dreareneeknits/481013387/Hat-3_medium.jpg
1278303,Bothy hat,https://images4-g.ravelrycache.com/uploads/bleideag/879688244/bothy-hat-modelled-studio-shopify_social-8_medium.jpg
954279,August Hat,https://images4-g.ravelrycache.com/uploads/KelbourneWoolens/643359451/August_hat_2_medium.jpg
1082177,Bristlecone,https://images4-g.ravelrycache.com/uploads/fancytiger/739850160/bristlecone-03_medium.jpg
1200516,Halibut Hat,https://images4-g.ravelrycache.com/uploads/boylandknitworks/824425932/2C478D59-D359-4E35-AC06-4E4FC2300392-13275-00000A7F584AEEFA_medium.jpg
7303664,Frost Ridge Beanie,https://images4-g.ravelrycache.com/uploads/BenjaminMatthews/966271433/IMG_8873_medium.jpg
1260942,Hot Springs Willow Hat,https://images4-f.ravelrycache.com/uploads/nichknit/869017523/IMG_7219_medium.jpg
741186,Maine Baby Hat,https://images4-g.ravelrycache.com/uploads/lizabeth/441852675/maine_baby_hat_medium.jpeg
905383,Saguaro Beanie,https://images4-g.ravelrycache.com/uploads/NancyBatesDesigns/607748077/51600635_2098564813532107_6946201413265391616_n_medium.jpg
1290160,Manhattan Hat Bulky,https://images4-f.ravelrycache.com/uploads/Toriyu/888515092/9DFC9A7F-314F-42C0-BB48-158AD6D1488B_medium.jpeg
1191700,Tentacula Hat,https://images4-f.ravelrycache.com/uploads/wanded527/818423126/IMG_20211022_130659917_medium.jpg
1369661,Crown-shy,https://images4-g.ravelrycache.com/uploads/ysolda/948525320/crown-shy-shopify_social-6_medium.jpg
1210521,Tsov,https://images4-g.ravelrycache.com/uploads/boylandknitworks/833025655/A636038E-59B5-453D-BB0D-EFE02EB46CD2-68411-000036DCCA788BBA_medium.jpeg
1176866,Rhett,https://images4-g.ravelrycache.com/uploads/hudsonandwest/807955449/Rhett-4_medium.jpg
885106,Double-Thick Cuff Hat,https://images4-f.ravelrycache.com/uploads/verypink/589327897/staci_thumb_medium.jpg
20140,Boyfriend Hat,https://images4-g.ravelrycache.com/uploads/StephanieNicole/287877960/412943355_073ac5c14a_z_MEDIUM_medium.jpg
2271,Basic Hat,https://images4-f.ravelrycache.com/uploads/aliciamarin/47867164/go-ducks-papa-baby-hats_medium.jpg
702859,The Photographer Hat,https://images4-f.ravelrycache.com/uploads/lavanyapatricella/407505295/IMG_1654_medium.JPG
716047,Kobuk,https://images4-g.ravelrycache.com/uploads/boylandknitworks/419578498/vsco-photo-4__4__medium.jpg
1109356,C.C Beanie Redux,https://images4-f.ravelrycache.com/uploads/knitdok/762111394/11E42A5D-6DA1-428B-B381-445602BB3717_medium.jpeg
688272,Love the Winter Hat,https://images4-f.ravelrycache.com/uploads/MooMooCow/399093104/image_medium.jpeg
1344250,Guthrie Hat,https://images4-g.ravelrycache.com/uploads/boylandknitworks/931459534/IMG_6066_jpg_medium.jpeg
54819,Knit Hat,https://images4-g.ravelrycache.com/uploads/dbknfivec/26041145/Knit_Hat_for_anyone_orange_on_C_2_medium.jpg
1367483,The Essential Beanie,https://images4-g.ravelrycache.com/uploads/agaughanknits/947529870/IMG_1044_medium.heic
632578,Simple Hat - the World's Simplest!,https://images4-g.ravelrycache.com/uploads/smmoulder/345286121/Knitted_hat_medium2_medium.jpg
264114,magic coffee baby hat,https://images4-f.ravelrycache.com/uploads/teekay/72975613/P1120852_medium.JPG
910233,Mash It Up,https://images4-g.ravelrycache.com/uploads/missbabs/611371829/mashitup-web-2_medium.jpg
14598,Preemie Hats for Charity,https://images4-f.ravelrycache.com/uploads/carissabrowning/522876904/870859826_2e671d29fd_b_medium.jpg
891450,Monster Cables Beanie,https://images4-f.ravelrycache.com/uploads/calitaylor/752071198/white_monster_medium.jpg
1260856,Dashed Beanie,https://images4-g.ravelrycache.com/uploads/BenjaminMatthews/868918613/IMG_1632_medium.jpg
