id,name,author,difficulty_avg,gauge,gauge_divisor,gauge_pattern,max_yardage,notes,price,projects_count,queued_projects_count,rating_avg,sizes_available,yarn_weight
997194,Hogwarts House Scarves,Tanis Gray,2.01,18.0,4.0,Stockinette,,"On Harry’s first night at Hogwarts in *Harry Potter and the Sorcerer’s Stone*, Professor McGonagall says, “While you’re here, your house will be like your family.” This becomes especially true for Harry, as his friends and classmates in Gryffindor become the first true family he’s ever known. Students at Hogwarts show their house pride in a variety of ways: earning house points, cheering for their team at Quidditch games, and of course, wearing their house colors. Among the most popular pieces of house-themed apparel are the classic house scarves.

This design is worked in the round from the bottom up with no purling. The easy tubular construction means there’s no wrong side and the length is easy to adjust. The clean jogless stripes give this scarf a classic prep-school feel and quick fringe decorates both edges for a playful touch. Whether you’re a Gryffindor, Hufflepuff, Ravenclaw, or Slytherin, a house scarf is a must-do project for any knitter who’s ever dreamed of going to Hogwarts.

Scarves use 5 hanks of MC and 2 hanks of CC.
",,437,195,4.81,"Circumference: 18 in. / 45.5 cm, Length: 78 in. / 198 cm, excluding fringe",Aran
383411,Betangled Shawlette,Jennifer Weissman,3.64,21.0,4.0,garter stitch,575.0,"=> As part of the [Indie Gift-A-Long](https://www.ravelry.com/groups/indie-design-gift-a-long), use the code **giftalong2023** for **25% off** through Nov 27! 

> If you add 4 of my designs to your
> cart, the least expensive one will be
> free ~ enjoy!

The Betangled Shawlette is a fully reversible, crescent-shaped shawlette featuring two cables curving around a garter-stitch field.  It is knitted sideways, from one tip to the other.  A short-row section in the center creates triangular wedges in the garter field, shaping the shawlette into a crescent.

This versatile piece can be draped loosely around the shoulders or fastened in place by pulling one of the leafy ends through any cable crossing.

Many thanks to the kind and talented knitters who tested this pattern. Your thoughtful insights were invaluable and much appreciated!

**Instructions are fully written, with optional charts.**

If you’d like a hat to match, see the **Betangled Hat** [here](https://www.ravelry.com/patterns/library/betangled-hat).
And the **Betangled Cowl** is available [here](https://www.ravelry.com/patterns/library/betangled-cowl)!

**Measurements**

Width: 68”/173 cm with top edge pulled straight; 61”/155 cm when top edge is relaxed 
Depth at center: 9.5”/24 cm

**Gauge**

21 Stitches and 32 rows = 4”/10 cm square in garter stitch on US 5/3.75 mm needle, blocked.

Gauge is not crucial for this project, but will affect yardage and finished size if different from above.

**Materials**

* Approximately 575 yds/526 m of DK-weight yarn; shown in Malabrigo Silky Merino in Green Gray 
* US 5/3.75 mm circular or straight needle, or size to obtain gauge
* Cable needle (a double-pointed needle is recommended for the large cable)
* 2 Stitch markers
* Tapestry needle

> Would you like to join a KAL or get
> the inside scoop on new designs? 
> Looking for help with a pattern? 
> You'll find the ShadyStroll Knits
> Ravelry group
> [here](http://www.ravelry.com/groups/shadystroll-knits).",7.0,253,941,4.8,"61""/155 cm wingspan by 9.5""/24 cm depth at center",DK
227047,Heartwarming Knit Scarf,Julie Farmer,1.78,16.0,4.0,scarf pattern,364.0,"""Looking for a scarf that you can knit wherever you go? This pretty stitch pattern is easy to remember and it has graceful good looks, too.""

Pattern  in photo was knit using 1 skein of 0319 Cherry Red.

Redesign in O’Go includes wider version: https://www.yarnspirations.com/red-heart-heartwarming-knit-scarf/RHK0125-022818M.html",,579,134,4.64,"4"" x 55"", 8” x 80”",Aran
7308696,Distance Scarf,Olga Putano Designs,3.64,40.0,4.0,cabled pattern worked flat and measured after blocking,265.0,"> Sign up for OPD emails to receive exclusive savings [HERE][1],


*Distance Scarf is the original, fingering weight version of the Distance Scarf DK. It’s worked flat from one short end to the other, full of easy-to-knit cables throughout which are all done on the right side of work. Instructions are given on how to easily shorten or lengthen the scarf. This is a true “just one more row” kind of project, as you become mesmerized watching the cables bend and weave into one another. A great little travel project and maybe even a gift for a loved one *

**SIZES**
1 (2)
Finished measurements:
Length: approx.42.5 in (easily adjustable - instructions given now to lengthen and shorten).
Width: 3.5 (4.3) in. 

**YARN**
Fingering weight
Yarn used and recommended: Tot Le Matin - Tot Single Mohair 56% SW Merino/44% Mohair
218 (265) yds

**GAUGE**
40 sts x 36 rows - in charted pattern in 4” after blocking.
Recommended needles: US4 straight or circular needles. 


  [1]: https://view.flodesk.com/pages/6397771a17565537934e6aa1",8.5,146,546,4.66,1 (2),Fingering
210755,Favorite Scarf Ever,Lisa Bruce,2.09,,,,450.0,"I thought this gorgeous skein of Misti Alpaca Hand Paint Sock Yarn (that was my birthday gift to myself) deserved to be used for something more visible than socks - so I did some stitchy pattern math and came up with this easy to memorize pattern to make a lightweight drapey scarf that is perfect for fall and springtime.  The pattern is perfect to show off all the colors of a variegated yarn.

I hope you enjoy it!  

Note: Using IE does not work well in opening the PDF file. Try another browser if you have problems.

***quick update 11/11/2010: the very first copy of the .pdf had an error in Row 1 - it should have said ""three times"" instead of ""two times"" - the .pdf has now been updated, but if you downloaded the pattern before today you may want to download again :)",,2310,4054,4.49,one size,Fingering
1324173,Lindal Tørkle,Wöldten,4.48,10.0,2.0,Garter Stitch,322.0,"The Lindal Tørkle is part of my Lindal Collection and features a cascading line of increasingly larger short-row shapes that are mirrored both across the width of the scarf and the length to create a beautiful symmetrical design that can be worn similar to a cravat and tied, or secured with a pin or brooch in the front. 

**Diagrams:** The pattern comes with instruction for four different variations; A, B, C, and D, along with vector diagrams for each to be used for both color placement and knitting order. 

**Abbreviations:** Please read all pattern notes and abbreviations prior to knitting. There are no increases in this design, so where you see the abbreviation ""M"", it refers to ""Marker"", and ""L"" and ""R"" refer to the location of the markers, either to the Left or Right of Center. 

**Sizing:** The design measures app. 122cm (48"") in length, by 26cm (10"") in width for full mirror and 13cm (5"") for half width. 

**Yarn and Yardage:** 
*Plied Yarns: North Ave Fingering/Sport*
https://www.pliedyarns.com/shop-online/plied
A/C (Full Mirrored Design): 75g/295m/322yds [10 bobbins]
B/D (Half Design): 48g/188m/206yds [6 bobbins]

*Freia Fine Handpaints: Ombre Fingering Minikins*
https://freiafibers.com/store/p241/Ombr%c3%a9_Fingering_Minikins.html
A/C (Full Mirrored Design): 58g/227m/248yds [3 minikins]
B/D (Half Design): 36g/142m/154yds [2 minikins]

This pattern also makes a great stash buster!!!

**Ends:**  The nature of this design requires a lot of slipping stitches to move the design towards the center and/or back out again depending on which variation you choose to knit. Because of this, you could need to sew in a number of ends after the piece is complete. You can however choose to sew them in as you go and/or work with bobbins for color sections to cut down on how many ends you will have after completion of the design. ",9.0,88,290,4.79,"122cm (48"") in length, by 26cm (10"") in width for full mirror and 13cm (5"") for half width",Fingering
1318501,Gneiss Scarf,Laura Nelkin,3.52,18.0,4.0,"in Garter Stitch, blocked",214.0,"What is Gneiss besides a really really nice scarf? It is also a medium- to coarse-grained, metamorphic rock characterized by alternating light and dark bands.  Bascially... it’s the schist!

> Kits for Gneiss Scarf were sent
> as the March ’23 shipment for Lola’s
> Choice (Laura’s super fun small
> knitted kit club). If you don't want to miss out on future kits you should, **[ sign up now][1]**!

Seriously though, Gneiss Scarf is worked tip to tip with a simple lace border going up the straight edge of the scarf. Optional beads are placed at the center of the lace motif. The Scarf is written for two sizes and is easily adjustable to make bigger or smaller.

I knit my Gneiss in Garthenor Organic Number 1. Number 1 is a woolen-spun single ply naturally colored organic lace yarn. Garthenor is breed specific and can trace each skein of yarn back to the flock that produced the wool. 

Errata: Row 23 of the Gneiss End CHART there is an extra k2tog that shouldn't be there in the 4th square from the right. The rev1 update has deleted it. The written directions are correct.


> Like Laura’s designs and interested in
> her clubs? [**Sign up**][2] to receive
> email updates so you don’t miss out on
> tutorials, new patterns and kits, and
> subscriber-only special offers!
> **PLUS** new subscribers get a coupon code for ***15% off*** all of my
> independently published patterns when
> you sign up!

  [1]: http://www.nelkindesigns.com/lola
  [2]: http://www.nelkindesigns.com/mailinglist",8.0,131,66,4.88,Small: Approx. 36 inches [91 cm] long x 8 inches [20 cm] deep Large: Approx. 52 inches [133 cm] long x 11 inches [30 cm] deep,Lace
223268,Fisherman's Rib Scarf and Cowl,Purl Soho,1.81,16.0,4.0,stitch pattern,360.0,"MATERIALS
The Fibre Company’s Road to China Worsted, 65% Baby Alpaca, 15% Silk, 10% Cashmere, and 10% Camel. Each skein is 60 yards/ 50 grams. This color is “Lapis”.

SCARF

- 6 skeins of Road to China Worsted; approximately 360 yards of a [worsted weight][1] yarn required.
- US 9 (5.5 mm) straight or 16-inch circular [needles][2]

COWL

- 3 skeins of Road to China Worsted; approximately 180 yards of a [worsted weight][3] yarn required.
- US 9 (5.5 mm), 16 inch [circular needle][4]

GAUGE
16 stitches = 4 inches in stitch pattern (unstretched)

SIZES
SCARF
7½ inches wide (unstretched) and 62 inches long (unstretched), stretching to about 80 inches long.

COWL
17½ inches circumference (unstretched), stretching to about 28 inches in circumference, and 10½ inches tall


  [1]: https://www.purlsoho.com/yarn/knitting-crochet.html?yarn_stitches_per_inch_filter=971
  [2]: https://www.purlsoho.com/tools-and-notions/knitting-and-crochet.html?collection_filter=23796_23802
  [3]: https://www.purlsoho.com/yarn/knitting-crochet.html?yarn_stitches_per_inch_filter=971
  [4]: https://www.purlsoho.com/tools-and-notions/knitting-and-crochet.html?collection_filter=23796",,964,750,4.56,One Size  ,Aran
552427,Alexandra's Airplane Scarf,Churchmouse Yarns and Teas,1.53,18.0,4.0,"stockinette stitch worked in the round, after blocking.",,"***“Plus 'barely beaded' version”***

When Boston-based author and long-time Churchmouse friend Alexandra Dane was in Seattle, she stopped by the shop wearing a scarf that turned our heads. Alex's perfect airplane project (both to knit and to wear!) is a sheer tube of lace-weight mohair you can style any number of ways. It's just the kind of thing we love—simple, simple, simple, and all about the color! We've added an optional dusting of tiny beads for a little sparkle.

--------------------------------

**FINISHED SIZE** 
Approx. 13""/33cm across (26""/66cm circumference) by 60""/152cm long, after blocking.

**YARN**
4 skeins [Rowan Kidsilk Haze][1] (229 yds/210m each). Plain version in color 632 Hurricane; beaded version shown in color 658 Fudge.
Or approx. 916 yds/838m of an equivalent lace-weight mohair yarn.

NEEDLES & NOTIONS
US 8 (5mm) 16-24""/40-60cm circular needles, or size to obtain gauge.
Darning needle to finish.
Blocking wires and/or pins, steam iron and press cloth, for blocking.
Beaded version only: 156 size 8 seed beads (or number desired), Size 0.9mm steel crochet hook.

GAUGE 
Approx. 18 sts/25 rows = 4""/10cm in stockinette stitch worked in the round, after blocking.

*****************************

***Errata***: ""In patterns dated before June 17, 2021, there was an error in the Needles & Notions details for the crochet hook size needed for the beaded version. Clarification: Crochet hook size should be: Size 0.9mm steel crochet hook.""

  [1]: http://www.churchmouseyarns.com/collections/yarns-by-brand//products/rowan-kidsilk-haze",6.0,833,604,4.66,"Approx 13""/33cm across (26""/66cm circumference) by 60""/152cm long, after blocking",Lace
250525,Mini Mania Scarf,LadyDanio,2.08,28.0,4.0,linen stitch,2000.0,"**Join the mini mania!** We've started a **[Mini Mania KAL][1]** in the **[Exchanging Fire][2]** group - stop by and cast on with us!

There is just something utterly addicting about knitting together tiny, bright skeins of sock weight yarn, watching the shades shift below your fingertips as the strands form new and glorious color combinations. Knit this scarf by using up all those little bits of leftover yarn you’ve been saving like a dragon guarding its hoard, or collect more from others. Then make it yours by knitting it big or little, fat or skinny, in a random cacophony of color or with a subtle, ordered transition. 

This scarf uses the eponymous fabric stitch, or linen stitch, so named because it looks similar to a woven linen fabric. The stitch uses simple slipped stitches to create a dramatic finished project and is knit lengthwise to most accurately replicate the style of a woven garment. After receiving many requests from others asking how mine was made, I decided to share the method to my madness. Now you can learn how to duplicate my results to achieve a truly maniac scarf. 

**Interested in making the cowl version of this scarf?** Check out the [Manic Panic Cowl][3]!




  [1]: http://www.ravelry.com/discuss/exchanging-fire/1918067/1-25
  [2]: http://www.ravelry.com/groups/exchanging-fire
  [3]: http://www.ravelry.com/patterns/library/manic-panic-cowl",,2250,4029,4.64,"Four sizes, varying lengths",Fingering
