id,name,author,difficulty_avg,gauge,gauge_divisor,gauge_pattern,max_yardage,notes,price,projects_count,queued_projects_count,rating_avg,sizes_available,yarn_weight
567666,Scrappy Sock Yarn Preemie Hat,Knitting Daddy Greg,1.49,5.0,1.0,stockinette,60.0,"The Scrappy Sock Yarn Preemie Hat pattern includes instructions for two versions of a sock yarn preemie hat: stockinette and lace heart. The stockinette version is particularly suited for using up bits and pieces of scrap sock yarn. The pattern is available in three sizes. The small hats will fit micro-preemies. The medium hats will fit preemies. The large hats will fit large preemies and newborns. For the lace heart version, pattern includes both written and charted instructions.

This is a great pattern for beginners and pattern support is available from the designer. Visit the ""[Knitting Daddy Designs][5]"" group on Ravelry to connect with other people knitting this pattern.

Big thanks to the following knitters for testing this pattern: [amdezo](/people/amdezo), [Kaydidid](/people/Kaydidid), [keatime](/people/keatime), [kittywithstring](/people/kittywithstring), [linnetknits](/people/linnetknits), [muttiruth](/people/muttiruth), and [QTheresa](/people/QTheresa).

---------------------------------

Thank you your interest the Scrappy Sock Yarn Preemie Hat. Let me tell you how I came to design this pattern.

In May of 2012, I was blessed to become a father. The kicker was that I wasn’t expecting to become a father until August of 2012! My daughter (whom we call “Blueberry”) was born two-and-a-half months prematurely, and as a result, she spent five weeks in the NICU before she was healthy enough to come home. We are very fortunate that Blueberry is doing well now, but those first few weeks of her life were full of ups and downs as we adjusted to what life is like with a premature child.

One of the high points that will always stick with me from our NICU stay was the night that we received a few hand-knitted and crocheted preemie hats for Blueberry. It happened in the middle of the night, when my wife and I were sitting by our daughter’s isolette, watching her sleep. One of the nurses stopped by, gave us a few hats, and went along to distribute hats to the other families. These hats were such a welcome gift for us. They were practical — hats helped Blueberry regulate her own temperature outside of the isolette, which allowed us to hold her — and they were whimsical and fun, bringing some joy and color into the NICU atmosphere.

As I admired these preemie hats, I resolved to learn to knit. I completed my first hat while Blueberry was still in the NICU. That started me on my knitting journey and I’ve been knitting ever since. I’ll never know who made those hats that brought so much joy to us, but they really made a big difference. I want to give back to the preemie hat knitting community, so I designed this hat to be able to take advantage of the leftover bits of sock yarn that seem to be so plentiful in a knitter’s stash. Each hat takes less than 15g of sock yarn. The stockinette version is especially well-suited for bits and pieces of yarn, if you’re up to joining in a new scrap when you run out of the old one. Sock yarn is machine-washable, which is a must for donating hats to a NICU. The resulting fabric is stretchy, so it is easy to take on and off the delicate heads of a premature babies, and does not irritate the skin.

One of the other highlights that will also stick with me from our NICU stay was the amazing support and encouragement we received from [Family Support Network of Central Carolina][6]. Their mission is to provide support, education, and caring connections to those who have a child with special needs or those born prematurely. When our daughter was in the NICU, she received excellent medical care through the hospital, and FSNCC was there to help us with the flood of emotions we were experiencing at the time. The more I’ve learned about the work FSNCC does — not just with families affected by prematurity, but also with families of children with special needs — the more impressed I am with the organization. That is why I am honored to now be serving on their Executive Board.

To help give back to the organization that means so much to me and my family, all proceeds from the pattern sales for this Scrappy Sock Yarn Preemie Hat will be donated to FSNCC. If you would like to support FSNCC directly, please visit the ""[Donate][7]"" page on their website.


  [3]: http://www.ravelry.com/discuss/actually-knitting-podcast/3422941/
  [4]: http://www.ravelry.com/discuss/actually-knitting-podcast/3424684/#2
  [5]: http://www.ravelry.com/groups/knitting-daddy-designs
  [6]: http://fsncc.org
  [7]: http://fsncc.org/make-a-donation",,322,128,4.88,"small, medium, large",Fingering
775399,Great Smoky Mountains Beanie,Nancy Bates,2.78,10.0,2.0,stockinette stitch,,"
25 cents of each pattern sold will be donated to the National Park Foundation.

**Pattern #2 in the original U.S. National Park Inspired line of beanies 
by Nancy Bates**

An up-close visit to the Great Smoky Mountains reveals a rugged and beautiful landscape of thundering waterfalls, clear streams, lush forests, abundant wildlife, and giant boulders. 
But . . . when viewed from a distance, this ancient range of tree covered mountains extending to the horizon is a study in subtle texture and gradient hues enveloped in a constant fog that visually softens the landscape. This beanie is worked from the bottom up using a variety of textured stitch patterns separated by narrow bands of stockinette stitch. The slight fuzziness of Alpaca fibers  ""visually softens the landscape"" of the beanie, reminiscent of the namesake haze of the park. 

NOTE:  These 3 colors of Woolfolk FAR have been discontinued.  Although any worsted weight yarn would look great, an Alpaca/wool blend creates the softened effect. 

This pattern calls for 3 skeins of yarn but you will not use the entire skein of any one color.

Pattern is available for personal use only and may not be copied or resold.",5.0,95,31,4.85,One size fits most adults,Worsted
142567,cable baby,pamela w allen,2.18,8.0,1.0,"cable rib, unstretched",170.0,"*Update: January 1, 2018* If you download this pattern, please take the time to make a donation to the [Mendocino County Children's Fund][1], a local organization that is currently helping families affected by the recent fires in Northern Caliornia.  Let's all do our part to help protect vulnerable children and provide desperately needed relief to families in need!
*Thank you* 

Simple, sweet and very comfortable for baby!  This is a nice pattern for those of you who have yet to ""tackle"" cables.  It makes a hat that is quite stretchy--one that ""grows"" with baby!

Please let me know if you have any problems with this pattern.  I am a novice pattern-writer and am still learning!  Feedback is always welcome and, of course, I would love to see photos of your finished projects!

ATTENTION:  This pattern has been modified with corrections as of 18 October 2009.  




 


  [1]: http://mccf.info/
  [2]: http://www.pressdemocrat.com/news/4515381-181/number-of-homes-lost-in",,1121,889,4.64,,Fingering
291483,Simple Slouch Hat,Robyn Devine,1.47,16.0,4.0,stockinette,100.0,"This slouchy beanie is perfect for first-time knitters. Basic techniques make it a quick knit for all skill levels, and the modern style makes it the perfect gift!


YARN
One skein I Love This Yarn! (100% acrylic; 355 yards/325 meters per 198 grams)

NEEDLES
US 9 / 5.5 mm 16"" circular needle

NOTIONS
Darning needle for weaving in ends

GAUGE
16 sts x 20 rows = 4"" in stockinette

SIZES
baby (toddler, child, adult) = 14 (16, 18, 20) inches wide, un-stretched.",,1011,1011,4.5,"baby (toddler, child, adult) = 14 (16, 18, 20) inches wide, un-stretched.",Aran
556609,Hinterland Hat,Gabrielle Waitman,2.95,,4.0,,220.0,"This pattern is inspired by the Welsh crime-drama Y Gwyll (Hinterland).There are two versions: **version one** is more simple, with fewer cabling, while **version two** is more cabling in a zigzag pattern. Both are easy, but require some attention, and extremely adjustable for different sizes.

Happy knitting!

",,612,494,4.56,,Worsted
1124161,Hansmire,Jared Flood,2.44,34.0,4.0,,260.0,"> Get this pattern **free with purchase** of yarn for your project at [brooklyntweed.com][1] and participating LYS Brooklyn Tweed stockists. On our website you’ll also find our knitting resource pages, video tutorials, and pattern support portal. All patterns purchased on our website can be [added to your Ravelry library][2]. Join our crafting community: [sign up for our newsletter][3] for the latest in Brooklyn Tweed yarns and patterns, knitting tips, subscriber exclusives, and even more woolly goodness!

This simple cap is a great place to start when building out your full family wardrobe! Hansmire comfortably hugs your head in an elastic 1x1 rib, finishing with a crown that’s both playful and polished. Knit one up in *Imbue Sport*’s worsted-spun melty Merino wool or *Tones Light*’s woolen-spun Columbia for a cozy staple that can be worn as a slouchy beanie or watchcap.

Share on social #HansmireHat and #BTxBT

This pattern is part of our *[BT by Brooklyn Tweed][4]* pattern line; a collection of skill-accessible knitting patterns written in a concise, visually appealing way. Each pattern offers a beginner-friendly entry point into the larger world of Brooklyn Tweed yarns and patterns. Projects you make from *BT by Brooklyn Tweed* will be straightforward to knit and fun to wear!

----------------------------------------

**Construction**

Hat is worked in the round from the bottom up.

**Finished Dimensions**

*baby (child, adult)*

* Circumference: 13 (15, 17)"" \[33 (38, 43) cm] unstretched
* Length: 8 (9, 11)"" \[20.5 (23, 28) cm] 

**Yarn**

Brooklyn Tweed *Imbue Sport* — 100% American Merino Wool (190 yards / 175 meters per 50g skein)

* 1 (2, 2) skeins
* Photographed in color *Cloak* (Adult)

—OR—

Brooklyn Tweed *Tones Light* — 100% American Columbia Wool (225 yards / 206 meters per 50g skein)

* 1 (1, 2) skeins
* Photographed in colors *Wallflower Undertone* (Adult) and *Wallflower Overtone* (Child)

**Yardage**

* Approximately 150 / 220 / 260 yards (137 / 201 / 238 meters) of fingering or sport weight yarn

**Gauge**

* 8.5 stitches per inch measured over 1x1 ribbing, unstretched
* 34 stitches & 40 rounds per 4”/10 cm

**Needles**

16”/40 cm Circular Needle

* suggested size US 4 (3.5 mm)

Double Pointed Needles

* in the same size as 16” circular above

**Tutorials for all special techniques listed below are included in the pattern:** 

* Video — [Italian Tubular Cast On][5]
* Video — [1x1 Rib Cabled Cast On][6]
* Video — [Ribbed Double Decreases][7]
* Video — [Joinery Bind Off][8]

**Skill Level**
1 out of 5: Beginner


  [1]: https://brooklyntweed.com/products/hansmire?utm_source=Ravelry&utm_medium=onsite&utm_campaign=ravelry_pattern&utm_id=View+Product+via+Ravelry
  [2]: https://brooklyntweed.com/pages/add-your-pattern-to-ravelry
  [3]: https://brooklyntweed.com/pages/newsletter-sign-up
  [4]: https://brooklyntweed.com/pages/bt-by-brooklyn-tweed
  [5]: https://brooklyntweed.com/pages/how-to-knit-italian-tubular-cast-on-video-tutorial
  [6]: http://brooklyntweed.com/pages/how-to-knit-1x1-ribbed-cable-cast-on-one
  [7]: https://brooklyntweed.com/pages/how-to-knit-ribbed-double-decreases-video-tutorial
  [8]: http://brooklyntweed.com/pages/how-to-knit-joinery-bind-off-one",5.0,217,168,4.89,"Circumference: 13 (15, 17)"" [33 (38, 43) cm] unstretched",Sport
1293377,Center Point Beanie,Benjamin Matthews,2.58,5.0,1.0,unblocked stockinette,130.0,"Wanted to make a simple ribbed beanie combining the pronounced texture of twisted stitches with super simple cabling.   Great first cable project. 

This pattern is available as an individual purchase or as part of my ebook, My Favorite Beanies, Vol. 1, featuring my 10 favorite beanie patterns for the price of four. Thank you for the support!

 I hope you enjoy and happy knitting!



-Benjamin",6.0,84,216,4.74,one size fits most adults,Worsted
7315136,Bloomtrail Hat,Melissa N West,2.86,28.0,4.0,Chevron Rib Motif (Main Stitch Pattern),229.0,"> ***Subscribe to my newsletter [here][1] for exclusive discounts, early access to test knits, and design previews! It's not too late to sign up for a special introductory discount - valid through February 12, 2024!***

The Bloomtrail Hat was inspired by long scenic walks with our pups. It is a classic ribbed hat with a twist; thoughtfully placed stitches allow the ribbed texture to transition seamlessly into a charming chevron motif emulating trees & pathways. It’s as fun to knit as it is to watch the pattern emerge. The pattern includes 5 sizes (baby through adult large) and provides tips to further extend sizing. You can also choose between 3 brim styles: double hemmed, folded, or single. Want a fitted and slouchy version? The pattern contains 2 eye catching flower inspired crown styles to maximize customizability. Knit this hat and take your best friend on a sniffari!

**SIZES**

5 sizes: 1 (2, 3, 4, 5)
Brim circumference: ~13-19"" / 33 - 49 cm
Pattern intended to be worn with 3-6” (7.5-15 cm) of negative ease
2 crown style options (height customizable)

**YARN**

Approximately 114 (159, 175, 229) yd / 104 (145, 160, 209) m of  DK weight yarn (assumes longer crown)
Samples shown in: Kelbourne Woolens Scout in Stone Heather, Blue Heather, and Orchid Heather (sizes 5, 3, 2)
100% Wool, non-superwash, 2 ply, 274 yd (251 m), 100 g

**SAMPLES**

Gray sample: size 5, slouchy crown, hemmed double brim
Orange sample: size 4, fitted crown, single brim
Blue sample: size 3, slouchy crown, single brim 
Purple sample: size 2, fitted crown, hemmed double brim
Pink sample: size 1, fitted crown, folded brim

**GAUGE**

Chevron Rib Motif: 28 sts and 33 rnds = 4” (10 cm) 

**NEEDLES & HOOKS**

Brim: US 3 (3.25 mm) circular needle 16” (40 cm), or needle size needed to obtain gauge 
Body: US 5 (3.75 mm) circular needle 16” (40 cm), or needle size needed to obtain gauge
Spare brim size (or no more than 2 sizes smaller than body needle) circular needle, 16” (40 cm)
Additional set of body size needles to work preferred method of small circumference knitting
Crochet hook size, size D (3.25 mm)

**NOTIONS**

Stitch markers (one unique BOR m, additional m)
Waste yarn (contrasting color, smooth, light DK or thinner)
Tapestry needle

This pattern has been tech edited & tested, has 9 pages including written & charted instructions, has several video tutorials, and provides modification guidance.



> ***I love seeing your knits so please share them by tagging me on [Instagram][2] @foxfig and using the hashtags [#bloomtrailhat][3] & [#foxfigknits][4]!!***


  [1]: https://foxfigknits.com/subscribe
  [2]: https://www.instagram.com
  [3]: https://www.instagram.com/explore/tags/bloomtrailhat/
  [4]: https://www.instagram.com/explore/tags/foxfigknits/",7.5,62,123,5.0,"Baby (Toddler/Child Small, Child Large/Teen/Adult Small, Adult Medium, Adult Large)",DK
982422,Tiny Boats,Elizabeth Doherty,2.72,22.0,4.0,stockinette,256.0,"> Get [all three Tiny Boats][1] patterns for
> just $15. If you have other Tiny
> Boats patterns in your library, the price for the full set 
> will automatically be adjusted on checkout.
<hr/><hr/>

A miniature fleet of boats sets sail upon a slipped stitch band, bringing with it a bit of extra warmth for your ears. The intricate-looking pattern is deceptively simple to knit. Only one color is worked per round, so there's no need to carry two strands of yarn at once. 

Explore classic and exciting color pairings, add a contrast edge—or for a fun variation, introduce a new color for each set of boats! The slightly slouchy hat can also easily be customized to have more slouch, or to be a fitted beanie.
<hr/><hr/>


**Sizes**
x-small, small, medium, large, x-large

**Finished measurements**
17½ (19, 20¼, 21¾, 23¼)"" \[44.5 (48, 51.5, 55.5, 59) cm\] 
circumference at band, approximately 9½"" \[24 cm\] tall.

**Yarn**
The Birlinn Yarn Company 4 ply, a blend of Hebridean and Cheviot wools; 
164 yd [150 m] per 50g skein. Shown in Sgeir and Haar colorways. 

Slouchy Hat
MC: 121 (132, 140, 152, 163) yds \[110 (121, 128, 139, 149) m\]
CC: 70 (78, 82, 90, 93) yds \[64 (71, 75, 82, 85) m\] 

Beanie
MC: 111 (121, 128, 139, 149) yds \[101 (111, 117, 127, 137) m\]
CC: 70 (78, 82, 90, 93) yds \[64 (71, 75, 82, 85) m\] 

*Note: If substituting yarn, look for a sport weight or light DK. If using a true fingering weight yarn, go up a pattern size, and down in gauge to get your desired fabric and hat size. Fingering weight yarn will require approximately 10% more yardage than the above estimate.*

**Gauge**
22 sts x 32 rnds = 4"" \[10 cm\] in stockinette, after blocking. 

**Needles**
Slip-stitch patterns: Suggested size: US 7 \[4.5 mm\] 
Stockinette: Suggested size: US 6 \[4 mm\]
Ribbing: Suggested size: US 4 \[3.5 mm\]

<hr/><hr/>
Need help? If you have questions about the design—or just want to share your progress!—please visit the [Tiny Boats discussion thread][3] in the Blue Bee Studio group.


  [1]: https://www.ravelry.com/bundles/tiny-boats
  [2]: https://www.birlinnyarn.co.uk/knitting-patterns-1/tiny-boats-by-elizabeth-doherty-yarn-kit
  [3]: https://www.ravelry.com/discuss/blue-bee-knits/topics/3981183",7.0,269,356,4.88,"x-small, small, medium, large, x-large",Sport
1106043,Clone Trooper Hat,Tanis Gray,4.05,29.0,4.0,Stranded Colorwork,,"Created from the DNA of bounty hunter Jango Fett, the clone army was secretly commissioned by Count Dooku and Chancellor Palpatine under false pretenses that it was necessary to protect the Republic from a potential future galactic war. Growing at an accelerated rate on the planet Kamino, the clone army numbered in the thousands and was trained to kill without hesitation. While identical in their appearances, a distinct white helmet and matching armor is worn by most phase one clones—a precursor to armor worn by stormtroopers later on.

Knit in the round from the bottom up, this bold unisex hat starts off with corrugated ribbing. High-contrast clone trooper helmets worked in stranded colorwork march across the body of the hat, just like they would in battle, while the crown decreases spiral upward in the main color. Attach a tassel or pompom to stand out from the other clones.

**SIZES**
S (L)
Shown in size S.
Instructions are written for the smallest size, with larger sizes given in parentheses; when only one number is given, it applies to all sizes.

**FINISHED MEASUREMENTS**
Circumference: 19¼ (22) in. / 49 (56) cm
Length: 9 (9½) in. / 23 (24) cm

**YARN**
Fingering weight (super fine #1) yarn, shown in The Fiberists Audubon Unum Fingering (100% superwash merino wool; 434 yd. / 397 m per 4 oz. / 114 g hank)
Color A: Graphite (black), 1 hank
Color B: Diamond (white), 1 hank

**NEEDLES**
US 3 / 3.25 mm, 16 in. / 40 cm long circular needle and set of 4 or 5 double-pointed needles or size needed to obtain gauge

**NOTIONS**
Stitch markers
Tapestry needle

**GAUGE**
29 sts and 44 rnds = 4 in. / 10 cm in chart patt
Make sure to check your gauge.

**ERRATA:
The chart repeat border is incorrect. The red repeat line should go around sts 1-8 and rnds 1-7 for the bottom border.
The red repeat line should go around sts 1-8 and rnds 33-39 for the top border.
The red repeat line should be the entire middle section for the Clone Trooper helmet (as charted).**

",,166,91,4.67,S (L) Shown in size S. Circumference: 19¼ (22) in. / 49 (56) cm Length: 9 (9½) in. / 23 (24) cm,Fingering
1177805,Winter Wonderland Hat,Mary Pranica,3.05,18.0,4.0,Stockinette,252.0,"The weather outside is frightful, but knitting this hat is delightful. Using just one Holiday Frost bundle, this Winter Wonderland Hat will keep you warm on those chilly days.

EXPERIENCE LEVEL

* Intermediate

MATERIALS

* Woolstok Bundle (100% Fine Highland Wool; 5g/12yds): 21 mini hanks
* Size 8 (5mm) 16"" circular needle, or size needed to obtain gauge
* Size 8 (5mm) double pointed needles, or size needed to obtain gauge

FINISHED MEASUREMENTS

* Circumference: 19½"" 
* Height: 8½""

COLORS SHOWN

* Holiday Frost Bundle ",,138,243,4.66,One,Worsted
976023,Color Block Beanie,Claire Borchardt,1.87,12.0,2.0,,150.0,"The Color Block Hat is a great daily, perfect for keeping the noggin’ warm and gift knitting! Using simple knits and purls, this one is sure to fly off your needles, leaving you wanting to cast on another in a different color combo.

**Size:**

Size: 1 (2, 3)

Finished measurements:

1- Child (15” circumference)

2 - Adult Small (17” circumference)

3 - Adult Large (19” circumference)

Pattern is designed to be worn with 2-4” of negative ease to allow a snug fit. * Sample is knit in size 2, to fit a 20-21.5” head.

**Yarn:**

Autumn and Indigo Fibers Classic DK

231 yds / 100g

or appx 150 yds each in two contrasting colors of similar weight yarn

Samples:

(blue / grey)

Color A: Storm 
Color B:Flint

(gold / cream)

Color A: LOMAH 
Color B: Paper Hearts

Gauge:

12 sts x 12 rows = 2” on larger needles using *k2, p1

**Needles and Notions:**

US4 / 3.5mm 16” circular needle (or DPNs)
US6 / 4.0mm 16” circular needle (or DPNs)
US6 / 4.0 32” circular needle or DPNs for crown shaping
Stitch Marker
Darning Needle
Scissors
Pom Pom Maker",,199,292,4.77,"Child, Teen, Adult",DK
1338454,Basic Doodle Hat,Jamie Lomax,3.0,24.0,4.0,colorwork,300.0,"**THE BASIC DOODLE HAT** This pattern is worked in the round, from bottom up. Beginning with a flexible brim option, the stranded colorwork is then knit to desired finished height. Lastly, the crown decreases evenly for a smooth finish.

This is a **Doodle Series Pattern**, which means it includes micro charts intended to be used as mix-and-match colorwork motifs throughout the project. This “basic doodle” uses simple, everyday motifs that can go with anything for the perfect cowl! Or you can substitute ANY other Doodle charts!

**The Basic Doodle includes 26 charts.** 

**SIZE(S)**

Baby, Child (Adult S/M, Adult L/X-L)*

*Available in standard or slouchy fit.

**MEASUREMENTS** 

Standard Height: 6, 7 (9, 10) in [15, 18 (23, 25) cm]
Slouchy Height: 8, 9 (11, 12) in [20, 23 (28, 30) cm]
Circum.: 12, 16 (20, 24) in [30, 40 (50, 60) cm]

Hats are intended to fit with negative ease. Choose a size with approx. 1-2 in [2.5-5 cm] negative ease based on actual head circumference to ensure a snug finished fit.

**YARN**	

Any DK, light worsted, or sport weight yarn.

Sample uses Green Letter Day Merino 4-ply DK base, 100% superwash merino, 100g, 250 yards [231  m] Colors: Varies between samples

Yardage listed in total yards per size due to the customizable nature of this pattern. 

* 150, 200 (250, 300) yards [137, 183 (228, 274) m]

Approx. (1) 100g skein main color and (3-4) 20g skeins accent colors 

**NEEDLES**

Main Hat: US 5/3.75 mm or size needed to obtain gauge
Ribbing: US 4/3.5 mm or one size smaller than gauge
16 or 24 in [40 or 60 cm] circular needles

NOTE: DPNs or magic loop required for crown decreases.

**GAUGE**

24 sts and 24 rounds per 4 in [10 cm] in colorwork

**NOTIONS**

3, 4 (5, 6) stitch markers (one in different color)
Scissors & Tapestry needle

**SPECIAL TECHNIQUES**

Special techniques include stranded colorwork in the round, 1x1 ribbing, k2tog  and ssk decreases.


**SHARING**

Please share progress photos and finished projects using #BasicDoodleHat
",6.0,60,69,5.0,"Baby, Child (Adult S/M, Adult L/X-L)*",DK
349594,The Vermonter,Abi Gregorio,1.53,9.0,4.0,,110.0,"A classic vintage style ski cap complete with a playful pom-pom. Knit in super bulky yarn this is a quick and satisfying knit. Great for holiday gift giving! 

This pattern assumes you have intermediate knitting skills and are familiar with knitting abbreviations. Google is your friend if you get stuck on any of that. 

Pom-pom is made using the palm of your hand. 

***I am grateful for your support of my design work and patterns! This is a pattern that you will knit over and over and over again. I promise you! :) ***
 
Happy Knitting!
Spidey



 
  ",5.0,3714,2251,4.54,adult,Super Bulky
379719,Gnarly Hat,Diana Troldahl,1.85,,4.0,,,"This simple knit/purl variation creates curving columns that give the fabric an almost bark-like appearance. The resulting hat has warmth and plenty of stretch, so one of the five sizes will fit whatever head it ends up on. It can be worked in any yarn from worsted to bulky, by adjusting the cast on. Gnarly was written specifically for Wool-Aid (www.wool-aid.org), and because of the amazing stretch is suitable for any charity knitting.

Sizes:
Baby/Toddler (Child/Small Adult, medium, large, extra large) to fit 16 (18, 20, 22, 24) inches. The hat is knitted with approximately 3 inches of negative ease, medium will fit most heads. Actual circumference of hat, unworn should be 13-14 (15-16, 17-18, 19-20, 21-22) inches. 

Yarn:
80 (100, 130, 145, 180, 200) yards bulky-weight yarn is suggested. Worsted, Aran or Bulky yarn will work for charity knits, just choose the size needles appropriate for your yarn, then cast on the number one (for Aran) or two (for worsted) sizes up from the size that is your goal. Any cast on with a stitch count divisible by four will work.  Gauge is not important as long as you are getting a fabric you like. The overall ribbing makes this hat very forgiving regarding size

Tools:
US size 7 ( 4.5 mm) DPNs or circular needle for working the lower, brim section of the hat in the round.
US size 9 (5.5mm) DPNs or circular needle for working the main body of the hat in the round
OR use whatever size needles you are comfortable with for your yarn, that produces a pleasing fabric.
Marker for beginning of rnd.

With thanks to the testers in the [Wool-Aid Ravelry group][1]. you ROCK!


  [1]: http://www.ravelry.com/groups/wool-aid",,738,378,4.72,baby through adult large,Bulky
1211746,Mi Amaro,Thea Colman,3.0,22.0,4.0,ribbing on smaller needles and in cable pattern on larger needles.,225.0,"
Mi Amaro features a bold color and distinct lines in a twisted stitch cable pattern.  I'd been eyeing this motif (by the amazing Norah Gaughan) as a hat design for a bit, but it took me a while to figure out how I wanted play with it in crown shaping. The ""swirl"" of this pattern is just so gorgeous that I wanted to really bring it out as a feature. 

The result is crisp and unique, and the hat looks great on any gender - see the test knits! 

I chose Sea Change Fibers' Seacliff Worsted, a hand-dyed Rambouillet yarn, so the fabric is soft and springy - and I went for a real statement color with this deep red, called Dala Horse.

Cables are worked as twists in the pattern, and the pattern is both charted and written out. 

YARDAGE BY SIZE

Sizes:  
18.25(20,21.75)”/46.5(50.75,55)cm circumference around hat. 10.25”/26cm deep to top of crown, with brim unfolded. 
Measurements based on finished fabric. Hat stretches when worn. 

Yardage: 
175(200,225)yds
160(185,205)m 
(*I used a 220yd/201m skein of the Seacliff Worsted, in Dala Horse*) 

Worsted weight yarn needed. If substituting, choose a fiber with some memory in a subtle hand dye, solid, tweed or heather so the pattern will show up well.",7.0,98,178,4.96,"18.25(20,21.75)""/46.5(50.75,55.25)cm circumference around hat.",Worsted
221230,Strib Hat,Kelly Williams,1.76,5.5,1.0,stockinette stitch,125.0,"NOTE: Since you're knitting in the round with stripes you will want to use a jogless stripes technique of your choosing to avoid a jag when you change colors.  I have included links to 2 blogs within my pattern for your reference.

This is my first ever pattern creation and design contribution. There have been some wonderful color combinations by other Ravelers and I've thoroughly enjoyed seeing all the projects. As requested, I've revised the pattern to include toddler sizing. You should also now be able to download the pattern to your computer.

Click, knit, enjoy!


",,2063,1363,4.45,"Adult, Regular Toddler, Small Toddler",Worsted
973136,Raven Beanie,Claire Borchardt,2.06,10.0,2.0,stockinette stitch with larger needles,200.0,"The Raven Beanie is a simple yet sophisticated piece that’s knit with a simple 2 row repeat using only knits and purls. A quick and mindless knit, perfect for gift giving!

**Size:**

Size: 1 (2, 3)

Finished measurements:

1- Child (15” circumference)

2 - Adult Small (17” circumference)

3 - Adult Large (19” circumference)

Pattern is designed to be worn with 2-4” of negative ease to allow a snug fit. * Sample is knit in size 2, to fit a 20-21.5” head.

**Yarn:**
appx 150 - 200 yds of heavy dk or worsted weight yarn

**Gauge:**

10 sts x 16 rows = 2” on larger needles using stockinette stitch

**Needles and Notions:**

US4 / 3.5mm 16” circular needle (or DPNs)
US6 / 4.0mm 16” circular needle (or DPNs)
US6 / 4.0 32” circular needle or DPNs for crown shaping
Stitch Marker
Darning Needle
Scissors",,251,244,4.76,"Child, Adult Small, Adult Large",DK
981010,No Worries,Stephanie Lotven,1.92,12.0,4.0,Broken Ribbing,108.0,"


* Need a gift knit quick? **NO WORRIES!** This hat knits up at top speed. *Seriously, it's crazy fast.*
* New to knitting? **NO WORRIES!** This pattern is appropriate for all levels. *This pattern has only 3 stitches: knit, purl, and k2tog.*
* No bulky yarn in your stash? **NO WORRIES!** You can hold multiple strands together to achieve gauge. *Try holding 2 strands of worsted weight yarn together!*




**SIZES**
Baby (Child, Adult S/M, Adult L)

**YARN**  	
BULKY weight yarn
Canon Hand Dyes FYODOR BULKY (100% Superwash Merino Wool, 108 yards / 3.5 oz &#91;99 meters / 100 grams&#93;) 

*Sample shown in gradient bulky* 

**FINISHED DIMENSIONS**
Circumference: 16 (18.75, 21.5, 24) inches &#91;*40.5 (47.5, 54.5, 61) cm*&#93;
Total Length: 5.25 (7, 8.25, 9.5) inches &#91;*13 (18, 21, 24) cm*&#93;

**NEEDLES**
US 10 (6mm) 16” (40cm) circular (length as appropriate for your size) or as required to meet gauge and DPNs in the same size 

**GAUGE**
12 stitches & 22 rounds = 4 inches [*10cm*] in broken ribbing in the round AFTER BLOCKING

**TOOLS**		 
8 stitch markers, & tapestry needle

**SKILLS**
knitting in the round",5.0,228,106,4.96,"Baby (Child, Adult S/M, Adult L)",Bulky
150162,Slip Stitch Stash Hat,Renee Rico,2.42,8.0,2.0,slip-stitch pattern stitch,200.0,"This Slip Stitch hat is a great stash buster, and a fun way to make a very warm hat for a child or adult.  Three sizes are given for toddlers to adults.  

Slip Stitch is a great  introduction to color knitting, since you use only one color on a round at any time. Skills needed include: knit, purl, slip stitch, knit two together, changing colors, and working in the round.",,639,923,4.47,"18"", 20"", 22""",Worsted
1009435,The Journeyman Hat,Alyssa Grieve,1.62,16.0,4.0,,120.0,"This is a quick project, worked in one color, with a textured body meant for a slight slouch. This pattern has an easy repetition, perfect for beginners. I wrote this pattern for an adult size, but as the pattern is pretty easy, it can be adjusted for smaller or larger sizes. 

Materials needed are 5.00- 6.00 mm 16"" circular needles, 6.00 mm DPNS, stitch marker, and a tapestry needle. 

One skein of Caron X Pantone 6.00mm yarn is my recommendation as this yarn has a nice stretch and texture. ",,167,169,4.71,adult size,Bulky
